variable,weight
w_salary_k50_20,189218.75985579425
w_salary_k50_25,215496.25300496587
w_salary_k50_27,158812.59043731703
w_salary_k50_38,487456.1005620915
w_salary_k50_39,149935.1243218944
w_salary_k50_40,20125.351939390304
w_salary_k50_43,58571.2168129604
w_salary_k50_50,326725.87853390543
w_salary_k50_8,36765.28499345347
