variable,weight
w_total_compensation_k1000_118,10.118582609330934
w_total_compensation_k1000_208,68.53984776158637
w_total_compensation_k1000_215,1.345445107196898
w_total_compensation_k1000_343,16.30851908343915
w_total_compensation_k1000_390,4.09460918895961
w_total_compensation_k1000_492,20.15763856980688
w_total_compensation_k1000_548,511.68094253683586
w_total_compensation_k1000_633,3.9789034756574404
w_total_compensation_k1000_647,73.67708367619535
w_total_compensation_k1000_648,1.8179158517557776
w_total_compensation_k1000_649,35.94213244186355
w_total_compensation_k1000_652,9.358222361268751
w_total_compensation_k1000_653,2.1729868651406026
w_total_compensation_k1000_655,0.5902307267604846
w_total_compensation_k1000_657,3.967597272355898
w_total_compensation_k1000_671,756.2433851443353
w_total_compensation_k1000_672,48.8494060543971
w_total_compensation_k1000_674,28.743787073142933
w_total_compensation_k1000_675,5.351363638988827
w_total_compensation_k1000_682,22.66913095691311
w_total_compensation_k1000_686,2.7950961465673094
w_total_compensation_k1000_703,25.63076344218345
w_total_compensation_k1000_719,12.512974641167453
w_total_compensation_k1000_724,34.94057620283821
w_total_compensation_k1000_726,0.6550813422299644
w_total_compensation_k1000_736,20.40179378999058
w_total_compensation_k1000_740,5.461584201414904
w_total_compensation_k1000_744,27.370625855628326
w_total_compensation_k1000_803,2.418401881174403
w_total_compensation_k1000_804,8.167345856803058
w_total_compensation_k1000_811,881.2615530538586
w_total_compensation_k1000_812,1035.8066485490178
w_total_compensation_k1000_814,2.0519464668352683
w_total_compensation_k1000_829,120.38591441201663
w_total_compensation_k1000_89,107.15022715116348
