variable,weight
w_weight_k50_20,153591.18814790988
w_weight_k50_25,210439.07739692202
w_weight_k50_27,134462.88603996736
w_weight_k50_38,635434.6558401787
w_weight_k50_39,104466.79312997595
w_weight_k50_43,1842.510652455374
w_weight_k50_50,286064.57411070354
w_weight_k50_51,29981.879102333132
