sm_type,role_k1000_v3_num
amir_all_roles,183
amir_all_roles,209
amir_all_roles,266
amir_all_roles,309
amir_all_roles,312
amir_all_roles,448
amir_all_roles,455
amir_all_roles,493
amir_all_roles,508
amir_all_roles,527
amir_all_roles,652
amir_all_roles,658
amir_all_roles,661
amir_all_roles,663
amir_all_roles,666
amir_all_roles,667
amir_all_roles,668
amir_all_roles,672
amir_all_roles,673
amir_all_roles,674
amir_all_roles,677
amir_all_roles,678
amir_all_roles,679
amir_all_roles,683
amir_all_roles,685
amir_all_roles,688
amir_all_roles,693
amir_all_roles,695
amir_all_roles,699
amir_all_roles,700
amir_all_roles,701
amir_all_roles,702
amir_all_roles,703
amir_all_roles,704
amir_all_roles,705
amir_all_roles,706
amir_all_roles,707
amir_all_roles,708
amir_all_roles,709
amir_all_roles,710
amir_all_roles,711
amir_all_roles,712
amir_all_roles,713
amir_all_roles,714
amir_all_roles,717
amir_all_roles,720
amir_all_roles,722
amir_all_roles,723
amir_all_roles,725
amir_all_roles,726
amir_all_roles,727
amir_all_roles,728
amir_all_roles,729
amir_all_roles,730
amir_all_roles,731
amir_all_roles,732
amir_all_roles,733
amir_all_roles,734
amir_all_roles,735
amir_all_roles,736
amir_all_roles,737
amir_all_roles,738
amir_all_roles,739
amir_all_roles,742
amir_all_roles,744
amir_all_roles,746
amir_all_roles,747
amir_all_roles,748
amir_all_roles,749
amir_all_roles,750
amir_all_roles,751
amir_all_roles,802
amir_all_roles,805
amir_all_roles,806
amir_all_roles,811
amir_all_roles,812
amir_all_roles,816
amir_all_roles,910
