regression_number,file_name,rank,r2,coefficient
14,list_by_type_11,6,0.00980524338133959,-3.7077899377906056
14,list_by_type_12,7,0.009736311653847807,-3.711609675216802
14,list_by_type_13,8,0.009736311653847807,-3.711609675216802
14,list_by_type_2,9,0.008579360423244364,-1.6510302108082677e-05
14,list_by_type_4,10,0.007537364851264106,-1.3768887343974463e-05
14,list_by_type_14,11,0.00646276214214081,-2.3887697610674112e-05
14,list_by_type_3,12,0.005539460905510163,-4.030715797279438
14,list_by_type_6,13,0.003025753775723894,-16.196911346266354
14,list_by_type_5,14,0.0026223395756640455,-5.025743381680206
14,list_by_type_7,15,0.000499215609595427,4.9906850633521245
14,list_by_type_7,16,0.000499215609595427,4.9906850633521245
14,list_by_type_8,17,0.0001224858175337129,-4.093420117994672
14,list_by_type_9,18,1.3246786667586719e-05,-0.8604196103304974
15,list_by_type_7,1,0.04321838030042835,14405805.36534547
15,list_by_type_7,2,0.04321838030042835,14405805.36534547
15,list_by_type_5,3,0.04218635268893678,9499637.199913437
15,list_by_type_17,4,0.038208916013341976,3215627.9682343667
15,list_by_type_8,5,0.03338601388837925,16044206.427670464
15,list_by_type_18,6,0.029322090847098692,1278518.5022584298
15,list_by_type_3,7,0.024145014994768732,4563272.961002309
15,list_by_type_1,8,0.016792274731966428,3382442.418579934
15,list_by_type_9,9,0.014822715036651668,7351272.5284095025
15,list_by_type_14,10,0.013419652953330918,26.104265770662426
15,list_by_type_12,11,0.008807530905867389,2499818.2598877107
15,list_by_type_13,12,0.008807530905867389,2499818.2598877107
15,list_by_type_11,13,0.008179213048500555,2408546.648082037
15,list_by_type_6,14,0.006756721371502961,5709865.497007506
15,list_by_type_2,15,0.0029159487578371834,-7.710104837158569
15,list_by_type_10,16,0.0023671872753008305,1335819.7362068787
15,list_by_type_4,17,0.0013180674204310572,-3.7490428349567364
15,list_by_type_16,18,0.00011353167144956267,326518.2507014319
16,list_by_type_7,1,0.03341335232995035,11173863.964506537
16,list_by_type_7,2,0.03341335232995035,11173863.964506537
16,list_by_type_8,3,0.0319537796493129,14112235.501923352
16,list_by_type_17,4,0.030690498141029088,2113996.058051789
16,list_by_type_3,5,0.028473983440824746,4920083.939017938
16,list_by_type_18,6,0.02785022461466391,647966.3294416505
16,list_by_type_9,7,0.020323967662362552,8340499.518945245
16,list_by_type_5,8,0.018875300897157055,4307129.124648077
16,list_by_type_1,9,0.008843374087521005,2314495.554601422
16,list_by_type_6,10,0.00874447935577749,6169384.067167184
16,list_by_type_14,11,0.008008027932068673,19.714971881682064
16,list_by_type_2,12,0.007888357452420891,-8.723535577761819
16,list_by_type_4,13,0.003977114941168147,-4.319116486780614
16,list_by_type_12,14,0.003591705414629831,1497199.0857698913
16,list_by_type_13,15,0.003591705414629831,1497199.0857698913
16,list_by_type_11,16,0.0032000333067709885,1412649.7111320456
16,list_by_type_10,17,0.000920074101290691,782641.6730531236
16,list_by_type_16,18,8.987364383838958e-05,-280693.38219504076
17,list_by_type_18,1,0.05611140246170676,-365985.4412389739
17,list_by_type_17,2,0.049374189196200846,-388356.00625001366
17,list_by_type_7,3,0.011156276586591574,5720328.82003483
17,list_by_type_7,4,0.011156276586591574,5720328.82003483
17,list_by_type_10,5,0.00490304166167399,-317912.10525748855
17,list_by_type_1,6,0.0036870487371962746,-296988.9856702765
17,list_by_type_8,7,0.00366850752775405,4782889.162877991
17,list_by_type_11,8,0.0034262422511438517,-297616.1533434338
17,list_by_type_12,9,0.003401594020115639,-297402.14825108065
17,list_by_type_13,10,0.003401594020115639,-297402.14825108065
17,list_by_type_16,11,0.0023411902906703697,-136777.8014814605
17,list_by_type_2,12,0.001953317733910831,-1.7794439448218213
17,list_by_type_4,13,0.0013141053781061673,-1.53784685779987
17,list_by_type_14,14,0.0010707606167494887,-1.1837372045088403
17,list_by_type_5,15,0.0006128076195346388,605741.5766950046
17,list_by_type_9,16,0.00024244302446219113,590356.6145577177
17,list_by_type_3,17,0.00011081499282028506,-61359.91189245158
17,list_by_type_6,18,5.504046341275881e-05,316733.058150645
18,list_by_type_5,1,0.07405858041200686,18562664.27911584
18,list_by_type_7,2,0.05268943239642765,23137505.243772
18,list_by_type_7,3,0.05268943239642765,23137505.243772
18,list_by_type_17,4,0.04343489535201561,3878363.9603651837
18,list_by_type_8,5,0.03721125145482018,22582739.957537632
18,list_by_type_18,6,0.03295329244077072,2221186.0460265377
18,list_by_type_3,7,0.029616092362569235,5114101.763323623
18,list_by_type_1,8,0.02270070952431913,4034716.212816544
18,list_by_type_9,9,0.02256812235651351,12544769.5076329
18,list_by_type_12,10,0.015064784594159053,3398195.7210839246
18,list_by_type_13,11,0.015064784594159053,3398195.7210839246
18,list_by_type_14,12,0.014605790476472924,27.996778973807956
18,list_by_type_11,13,0.014320160708394924,3320066.1124875424
18,list_by_type_6,14,0.0077669043687950134,7875171.922320071
18,list_by_type_10,15,0.006039295692328861,2203016.2297660564
18,list_by_type_16,16,0.002826305658901296,1626147.7410347352
18,list_by_type_4,17,0.0001612195246960546,2.1273601348399396
18,list_by_type_2,18,2.226905012647773e-05,1.002803364471424
19,list_by_type_14,1,0.3094776846621502,1.6572447752257776e-05
19,list_by_type_18,2,0.29714513713287516,1.6174304812045959
19,list_by_type_10,3,0.293016539200356,1.6465759395930764
19,list_by_type_16,4,0.2779819425327559,1.0507223843608091
19,list_by_type_17,5,0.27618772604687003,1.7790630852633273
19,list_by_type_12,6,0.27231455328074083,2.04622387204506
19,list_by_type_13,7,0.27231455328074083,2.04622387204506
19,list_by_type_11,8,0.27065932785516067,2.0249511992887936
19,list_by_type_1,9,0.26755403935184496,1.9612946757871543
19,list_by_type_3,10,0.2364853739056677,2.445845221688238
19,list_by_type_2,11,0.18915325528198923,1.2189638470454372e-05
19,list_by_type_9,12,0.18780866191342316,9.257803348157154
19,list_by_type_6,13,0.1459831766008458,9.973651287354395
19,list_by_type_4,14,0.10278792315605101,8.484568026403031e-06
19,list_by_type_8,15,0.09420052970113024,21.639402458799825
19,list_by_type_5,16,0.08256194669578032,4.964334694163627
19,list_by_type_7,17,0.06186728793813534,12.934595370489989
19,list_by_type_7,18,0.06186728793813534,12.934595370489989
20,list_by_type_14,1,0.29646371307924546,1.1452840749779949e-05
20,list_by_type_18,2,0.27452814122157365,1.0138874296578528
20,list_by_type_10,3,0.26878608951879046,1.0948050517836942
20,list_by_type_16,4,0.26857499656202743,0.741572391858757
20,list_by_type_17,5,0.25400672917846057,1.0810575599018435
20,list_by_type_12,6,0.24443536383999942,1.3042734829742337
20,list_by_type_13,7,0.24443536383999942,1.3042734829742337
20,list_by_type_11,8,0.24295225762041006,1.2911846498133324
20,list_by_type_1,9,0.24100784597974734,1.2571070195049039
20,list_by_type_3,10,0.22670210074767072,1.7007806083113766
20,list_by_type_9,11,0.15603951029949092,5.8089206211971005
20,list_by_type_2,12,0.13030128527950613,5.499525764503638e-06
20,list_by_type_6,13,0.12699997276241748,6.4749834987364
20,list_by_type_4,14,0.06856142686237887,3.533661162277329e-06
20,list_by_type_8,15,0.06498570592037445,10.795213248382266
20,list_by_type_5,16,0.056023426339770976,2.0779974246556674
20,list_by_type_7,17,0.033230894010222944,5.070559336548237
20,list_by_type_7,18,0.033230894010222944,5.070559336548237
21,list_by_type_18,1,0.1354711431468023,166725.09646113013
21,list_by_type_10,2,0.12523976727225894,167618.42872516662
21,list_by_type_16,3,0.11308343628934381,162119.63148343397
21,list_by_type_17,4,0.10061985972569454,135590.28156373595
21,list_by_type_12,5,0.09356070334002353,139907.97200328895
21,list_by_type_13,6,0.09356070334002353,139907.97200328895
21,list_by_type_11,7,0.0924925950116805,139717.75277432788
21,list_by_type_14,8,0.08873892669100758,1.1975646835846754
21,list_by_type_1,9,0.08529731468358104,133712.7801173312
21,list_by_type_3,10,0.06585793810861018,134106.6673850374
21,list_by_type_9,11,0.04968287779965519,494675.9764967917
21,list_by_type_8,12,0.027209939760905466,893327.1889609487
21,list_by_type_7,13,0.01999056553946832,616722.1465041197
21,list_by_type_7,14,0.01999056553946832,616722.1465041197
21,list_by_type_2,15,0.009939798493682317,0.2753644046931262
21,list_by_type_6,16,0.009440967613131956,263710.0502954164
21,list_by_type_5,17,0.0005677112999619149,-33012.23699024653
21,list_by_type_4,18,3.2901259217066325e-07,-0.0012544439214840757
22,list_by_type_18,1,0.12456122063464692,153981.14188312605
22,list_by_type_10,2,0.11282307850194317,154222.47831377122
22,list_by_type_16,3,0.1088585043160939,163434.06079961563
22,list_by_type_17,4,0.094303940603219,125857.33571259973
22,list_by_type_12,5,0.0849664350137338,127926.71849694208
22,list_by_type_13,6,0.0849664350137338,127926.71849694208
22,list_by_type_11,7,0.08360202530356775,127380.98620058989
22,list_by_type_1,8,0.07784622805035935,122928.9863376915
22,list_by_type_14,9,0.07530996578660676,1.114960051296633
22,list_by_type_3,10,0.0606821028720006,128995.07459166963
22,list_by_type_9,11,0.04954946549764405,473872.9094618047
22,list_by_type_8,12,0.01949960715887522,683811.2618631274
22,list_by_type_6,13,0.01189944775572549,285064.40014923376
22,list_by_type_7,14,0.011043863504479612,407303.2762286149
22,list_by_type_7,15,0.011043863504479612,407303.2762286149
22,list_by_type_2,16,0.006914911345690444,0.156336777074268
22,list_by_type_4,17,0.0004114447610865657,0.029013707786333123
22,list_by_type_5,18,1.2480262003289333e-05,3230.1592519956375
23,list_by_type_18,1,0.2826479892261289,149698.4486909499
23,list_by_type_10,2,0.27550437680198403,145918.14317155755
23,list_by_type_14,3,0.27400754436103314,1.3209025641721452
23,list_by_type_17,4,0.25855210025551534,146434.73600942738
23,list_by_type_16,5,0.24817475913703635,87721.81857206751
23,list_by_type_12,6,0.24808361344812113,171023.3794212573
23,list_by_type_13,7,0.24808361344812113,171023.3794212573
23,list_by_type_11,8,0.24770091702074837,170043.53265824518
23,list_by_type_1,9,0.2458368217145076,163671.77654791783
23,list_by_type_2,10,0.21836050194099754,1.4157591605974158
23,list_by_type_3,11,0.20848758878187457,180393.34913072892
23,list_by_type_9,12,0.20224318937396513,1078498.9977440045
23,list_by_type_6,13,0.1402789415400555,1014929.6502043309
23,list_by_type_4,14,0.10600206780268229,1.0066180320298708
23,list_by_type_8,15,0.10039203986845846,2193671.668697321
23,list_by_type_5,16,0.08468639834233793,562330.3534057944
23,list_by_type_7,17,0.06697355642819947,1572581.7151024796
23,list_by_type_7,18,0.06697355642819947,1572581.7151024796
24,list_by_type_18,1,0.13289607826792205,164650.0255375451
24,list_by_type_10,2,0.12561298813739008,165627.8511958891
24,list_by_type_16,3,0.11149000711472201,150630.98511648763
24,list_by_type_17,4,0.10838718368977407,140139.9948173186
24,list_by_type_12,5,0.10471034749558006,147302.04803628282
24,list_by_type_13,6,0.10471034749558006,147302.04803628282
24,list_by_type_11,7,0.10407016528474144,147432.1206599205
24,list_by_type_14,8,0.10261620958749484,1.2433256708476532
24,list_by_type_1,9,0.09663767285627911,140110.15631577885
24,list_by_type_3,10,0.08113811376725766,146378.31896705256
24,list_by_type_9,11,0.0689874230526526,777695.3799631743
24,list_by_type_8,12,0.04118332454038098,1414008.0868559384
24,list_by_type_7,13,0.029275766353903387,1042920.8294919434
24,list_by_type_7,14,0.029275766353903387,1042920.8294919434
24,list_by_type_2,15,0.02355667856060628,0.6076419541311218
24,list_by_type_6,16,0.02025168258010579,469295.4331344292
24,list_by_type_5,17,0.0011372858793713414,-68213.78686235347
24,list_by_type_4,18,5.1302882713821774e-05,-0.02404609746539351
