sm_type,role_k1000_v3_num
out_of_50_classes_elastic_total_compensa,704
out_of_50_classes_elastic_total_compensa,705
out_of_50_classes_elastic_total_compensa,706
out_of_50_classes_elastic_total_compensa,707
out_of_50_classes_elastic_total_compensa,708
out_of_50_classes_elastic_total_compensa,709
out_of_50_classes_elastic_total_compensa,710
out_of_50_classes_elastic_total_compensa,711
out_of_50_classes_elastic_total_compensa,712
out_of_50_classes_elastic_total_compensa,713
out_of_50_classes_elastic_total_compensa,714
out_of_50_classes_elastic_total_compensa,715
out_of_50_classes_elastic_total_compensa,716
out_of_50_classes_elastic_total_compensa,717
out_of_50_classes_elastic_total_compensa,718
out_of_50_classes_elastic_total_compensa,719
out_of_50_classes_elastic_total_compensa,720
out_of_50_classes_elastic_total_compensa,721
out_of_50_classes_elastic_total_compensa,722
out_of_50_classes_elastic_total_compensa,723
out_of_50_classes_elastic_total_compensa,724
out_of_50_classes_elastic_total_compensa,725
out_of_50_classes_elastic_total_compensa,726
out_of_50_classes_elastic_total_compensa,727
out_of_50_classes_elastic_total_compensa,728
out_of_50_classes_elastic_total_compensa,729
out_of_50_classes_elastic_total_compensa,730
out_of_50_classes_elastic_total_compensa,731
out_of_50_classes_elastic_total_compensa,732
out_of_50_classes_elastic_total_compensa,733
out_of_50_classes_elastic_total_compensa,734
out_of_50_classes_elastic_total_compensa,735
out_of_50_classes_elastic_total_compensa,736
out_of_50_classes_elastic_total_compensa,737
out_of_50_classes_elastic_total_compensa,738
out_of_50_classes_elastic_total_compensa,739
out_of_50_classes_elastic_total_compensa,740
out_of_50_classes_elastic_total_compensa,741
out_of_50_classes_elastic_total_compensa,742
out_of_50_classes_elastic_total_compensa,840
out_of_50_classes_elastic_total_compensa,841
out_of_50_classes_elastic_total_compensa,842
out_of_50_classes_elastic_total_compensa,843
out_of_50_classes_elastic_total_compensa,844
out_of_50_classes_elastic_total_compensa,845
out_of_50_classes_elastic_total_compensa,846
out_of_50_classes_elastic_total_compensa,847
out_of_50_classes_elastic_total_compensa,848
out_of_50_classes_elastic_total_compensa,849
out_of_50_classes_elastic_total_compensa,850
out_of_50_classes_elastic_total_compensa,851
out_of_50_classes_elastic_total_compensa,852
out_of_50_classes_elastic_total_compensa,853
