sm_type,role_k1000_v3_num
out_of_50_classes_elastic_weight,723
out_of_50_classes_elastic_weight,724
out_of_50_classes_elastic_weight,725
out_of_50_classes_elastic_weight,726
out_of_50_classes_elastic_weight,727
out_of_50_classes_elastic_weight,728
out_of_50_classes_elastic_weight,729
out_of_50_classes_elastic_weight,730
out_of_50_classes_elastic_weight,731
out_of_50_classes_elastic_weight,732
out_of_50_classes_elastic_weight,733
out_of_50_classes_elastic_weight,734
out_of_50_classes_elastic_weight,735
out_of_50_classes_elastic_weight,736
out_of_50_classes_elastic_weight,737
out_of_50_classes_elastic_weight,738
out_of_50_classes_elastic_weight,739
out_of_50_classes_elastic_weight,740
out_of_50_classes_elastic_weight,741
out_of_50_classes_elastic_weight,742
out_of_50_classes_elastic_weight,840
out_of_50_classes_elastic_weight,841
out_of_50_classes_elastic_weight,842
out_of_50_classes_elastic_weight,843
out_of_50_classes_elastic_weight,844
out_of_50_classes_elastic_weight,845
out_of_50_classes_elastic_weight,846
out_of_50_classes_elastic_weight,847
out_of_50_classes_elastic_weight,848
out_of_50_classes_elastic_weight,849
out_of_50_classes_elastic_weight,850
out_of_50_classes_elastic_weight,851
out_of_50_classes_elastic_weight,852
out_of_50_classes_elastic_weight,853
out_of_50_classes_elastic_weight,854
out_of_50_classes_elastic_weight,855
out_of_50_classes_elastic_weight,856
out_of_50_classes_elastic_weight,857
out_of_50_classes_elastic_weight,858
out_of_50_classes_elastic_weight,859
out_of_50_classes_elastic_weight,860
out_of_50_classes_elastic_weight,861
out_of_50_classes_elastic_weight,862
out_of_50_classes_elastic_weight,863
out_of_50_classes_elastic_weight,864
out_of_50_classes_elastic_weight,865
out_of_50_classes_elastic_weight,866
out_of_50_classes_elastic_weight,867
out_of_50_classes_elastic_weight,868
out_of_50_classes_elastic_weight,869
out_of_50_classes_elastic_weight,870
out_of_50_classes_elastic_weight,871
out_of_50_classes_elastic_weight,872
out_of_50_classes_elastic_weight,873
out_of_50_classes_elastic_weight,874
out_of_50_classes_elastic_weight,875
out_of_50_classes_elastic_weight,876
out_of_50_classes_elastic_weight,877
out_of_50_classes_elastic_weight,878
out_of_50_classes_elastic_weight,879
out_of_50_classes_elastic_weight,880
out_of_50_classes_elastic_weight,881
out_of_50_classes_elastic_weight,882
out_of_50_classes_elastic_weight,883
out_of_50_classes_elastic_weight,884
out_of_50_classes_elastic_weight,885
out_of_50_classes_elastic_weight,886
out_of_50_classes_elastic_weight,887
out_of_50_classes_elastic_weight,888
out_of_50_classes_elastic_weight,889
out_of_50_classes_elastic_weight,890
out_of_50_classes_elastic_weight,891
out_of_50_classes_elastic_weight,892
out_of_50_classes_elastic_weight,893
out_of_50_classes_elastic_weight,894
out_of_50_classes_elastic_weight,895
out_of_50_classes_elastic_weight,896
out_of_50_classes_elastic_weight,897
out_of_50_classes_elastic_weight,898
out_of_50_classes_elastic_weight,899
out_of_50_classes_elastic_weight,900
out_of_50_classes_elastic_weight,901
out_of_50_classes_elastic_weight,902
out_of_50_classes_elastic_weight,903
out_of_50_classes_elastic_weight,904
out_of_50_classes_elastic_weight,905
out_of_50_classes_elastic_weight,906
out_of_50_classes_elastic_weight,907
out_of_50_classes_elastic_weight,908
out_of_50_classes_elastic_weight,909
out_of_50_classes_elastic_weight,910
out_of_50_classes_elastic_weight,911
out_of_50_classes_elastic_weight,912
out_of_50_classes_elastic_weight,913
out_of_50_classes_elastic_weight,914
out_of_50_classes_elastic_weight,915
out_of_50_classes_elastic_weight,916
out_of_50_classes_elastic_weight,917
out_of_50_classes_elastic_weight,918
out_of_50_classes_elastic_weight,919
out_of_50_classes_elastic_weight,920
out_of_50_classes_elastic_weight,921
out_of_50_classes_elastic_weight,922
out_of_50_classes_elastic_weight,923
out_of_50_classes_elastic_weight,924
