sm_type,role_k1000_v3_num
selected_vars_predict_salary_w_salary_10,633
selected_vars_predict_salary_w_salary_10,638
selected_vars_predict_salary_w_salary_10,645
selected_vars_predict_salary_w_salary_10,649
selected_vars_predict_salary_w_salary_10,666
selected_vars_predict_salary_w_salary_10,668
selected_vars_predict_salary_w_salary_10,671
selected_vars_predict_salary_w_salary_10,672
selected_vars_predict_salary_w_salary_10,680
selected_vars_predict_salary_w_salary_10,682
selected_vars_predict_salary_w_salary_10,684
selected_vars_predict_salary_w_salary_10,687
selected_vars_predict_salary_w_salary_10,688
selected_vars_predict_salary_w_salary_10,695
selected_vars_predict_salary_w_salary_10,696
selected_vars_predict_salary_w_salary_10,703
selected_vars_predict_salary_w_salary_10,724
selected_vars_predict_salary_w_salary_10,736
selected_vars_predict_salary_w_salary_10,740
selected_vars_predict_salary_w_salary_10,742
