sm_type,role_k1000_v3_num
elastic_gbrl_compensation,89
elastic_gbrl_compensation,118
elastic_gbrl_compensation,208
elastic_gbrl_compensation,343
elastic_gbrl_compensation,390
elastic_gbrl_compensation,492
elastic_gbrl_compensation,548
elastic_gbrl_compensation,633
elastic_gbrl_compensation,647
elastic_gbrl_compensation,648
elastic_gbrl_compensation,649
elastic_gbrl_compensation,652
elastic_gbrl_compensation,653
elastic_gbrl_compensation,655
elastic_gbrl_compensation,657
elastic_gbrl_compensation,671
elastic_gbrl_compensation,672
elastic_gbrl_compensation,674
elastic_gbrl_compensation,675
elastic_gbrl_compensation,682
elastic_gbrl_compensation,686
elastic_gbrl_compensation,703
elastic_gbrl_compensation,719
elastic_gbrl_compensation,724
elastic_gbrl_compensation,726
elastic_gbrl_compensation,736
elastic_gbrl_compensation,744
elastic_gbrl_compensation,803
elastic_gbrl_compensation,804
elastic_gbrl_compensation,811
elastic_gbrl_compensation,812
elastic_gbrl_compensation,814
elastic_gbrl_compensation,829
