sm_type,role_k1000_v3_num
selected_vars_peremp_salary_salary_50,77
selected_vars_peremp_salary_salary_50,78
selected_vars_peremp_salary_salary_50,79
selected_vars_peremp_salary_salary_50,80
selected_vars_peremp_salary_salary_50,81
selected_vars_peremp_salary_salary_50,82
selected_vars_peremp_salary_salary_50,83
selected_vars_peremp_salary_salary_50,84
selected_vars_peremp_salary_salary_50,85
selected_vars_peremp_salary_salary_50,86
selected_vars_peremp_salary_salary_50,87
selected_vars_peremp_salary_salary_50,88
selected_vars_peremp_salary_salary_50,176
selected_vars_peremp_salary_salary_50,177
selected_vars_peremp_salary_salary_50,178
selected_vars_peremp_salary_salary_50,179
selected_vars_peremp_salary_salary_50,180
selected_vars_peremp_salary_salary_50,181
selected_vars_peremp_salary_salary_50,182
selected_vars_peremp_salary_salary_50,183
selected_vars_peremp_salary_salary_50,184
selected_vars_peremp_salary_salary_50,185
selected_vars_peremp_salary_salary_50,186
selected_vars_peremp_salary_salary_50,187
selected_vars_peremp_salary_salary_50,188
selected_vars_peremp_salary_salary_50,189
selected_vars_peremp_salary_salary_50,190
selected_vars_peremp_salary_salary_50,191
selected_vars_peremp_salary_salary_50,192
selected_vars_peremp_salary_salary_50,193
selected_vars_peremp_salary_salary_50,194
selected_vars_peremp_salary_salary_50,195
selected_vars_peremp_salary_salary_50,196
selected_vars_peremp_salary_salary_50,197
selected_vars_peremp_salary_salary_50,198
selected_vars_peremp_salary_salary_50,199
selected_vars_peremp_salary_salary_50,200
selected_vars_peremp_salary_salary_50,201
selected_vars_peremp_salary_salary_50,202
selected_vars_peremp_salary_salary_50,203
selected_vars_peremp_salary_salary_50,204
selected_vars_peremp_salary_salary_50,205
selected_vars_peremp_salary_salary_50,206
selected_vars_peremp_salary_salary_50,207
selected_vars_peremp_salary_salary_50,208
selected_vars_peremp_salary_salary_50,209
selected_vars_peremp_salary_salary_50,210
selected_vars_peremp_salary_salary_50,316
selected_vars_peremp_salary_salary_50,317
selected_vars_peremp_salary_salary_50,318
selected_vars_peremp_salary_salary_50,319
selected_vars_peremp_salary_salary_50,320
selected_vars_peremp_salary_salary_50,321
selected_vars_peremp_salary_salary_50,322
selected_vars_peremp_salary_salary_50,323
selected_vars_peremp_salary_salary_50,324
selected_vars_peremp_salary_salary_50,325
selected_vars_peremp_salary_salary_50,326
selected_vars_peremp_salary_salary_50,327
selected_vars_peremp_salary_salary_50,328
selected_vars_peremp_salary_salary_50,329
selected_vars_peremp_salary_salary_50,330
selected_vars_peremp_salary_salary_50,331
selected_vars_peremp_salary_salary_50,332
selected_vars_peremp_salary_salary_50,333
selected_vars_peremp_salary_salary_50,334
selected_vars_peremp_salary_salary_50,335
selected_vars_peremp_salary_salary_50,336
selected_vars_peremp_salary_salary_50,337
selected_vars_peremp_salary_salary_50,424
selected_vars_peremp_salary_salary_50,425
selected_vars_peremp_salary_salary_50,426
selected_vars_peremp_salary_salary_50,427
selected_vars_peremp_salary_salary_50,428
selected_vars_peremp_salary_salary_50,429
selected_vars_peremp_salary_salary_50,430
