sm_type,role_k1000_v3_num
selected_vars_predict_salary_w_salary_50,167
selected_vars_predict_salary_w_salary_50,168
selected_vars_predict_salary_w_salary_50,169
selected_vars_predict_salary_w_salary_50,170
selected_vars_predict_salary_w_salary_50,171
selected_vars_predict_salary_w_salary_50,172
selected_vars_predict_salary_w_salary_50,173
selected_vars_predict_salary_w_salary_50,174
selected_vars_predict_salary_w_salary_50,175
selected_vars_predict_salary_w_salary_50,338
selected_vars_predict_salary_w_salary_50,339
selected_vars_predict_salary_w_salary_50,340
selected_vars_predict_salary_w_salary_50,341
selected_vars_predict_salary_w_salary_50,342
selected_vars_predict_salary_w_salary_50,343
selected_vars_predict_salary_w_salary_50,344
selected_vars_predict_salary_w_salary_50,413
selected_vars_predict_salary_w_salary_50,414
selected_vars_predict_salary_w_salary_50,415
selected_vars_predict_salary_w_salary_50,416
selected_vars_predict_salary_w_salary_50,417
selected_vars_predict_salary_w_salary_50,418
selected_vars_predict_salary_w_salary_50,419
selected_vars_predict_salary_w_salary_50,420
selected_vars_predict_salary_w_salary_50,421
selected_vars_predict_salary_w_salary_50,422
selected_vars_predict_salary_w_salary_50,423
selected_vars_predict_salary_w_salary_50,557
selected_vars_predict_salary_w_salary_50,677
selected_vars_predict_salary_w_salary_50,678
selected_vars_predict_salary_w_salary_50,679
selected_vars_predict_salary_w_salary_50,680
selected_vars_predict_salary_w_salary_50,681
selected_vars_predict_salary_w_salary_50,682
selected_vars_predict_salary_w_salary_50,683
selected_vars_predict_salary_w_salary_50,684
selected_vars_predict_salary_w_salary_50,685
selected_vars_predict_salary_w_salary_50,686
selected_vars_predict_salary_w_salary_50,687
selected_vars_predict_salary_w_salary_50,688
selected_vars_predict_salary_w_salary_50,689
selected_vars_predict_salary_w_salary_50,690
selected_vars_predict_salary_w_salary_50,691
selected_vars_predict_salary_w_salary_50,692
selected_vars_predict_salary_w_salary_50,693
selected_vars_predict_salary_w_salary_50,694
