sm_type,role_k1000_v3_num
elastic_gbrl_compensation_fe,89
elastic_gbrl_compensation_fe,118
elastic_gbrl_compensation_fe,208
elastic_gbrl_compensation_fe,227
elastic_gbrl_compensation_fe,251
elastic_gbrl_compensation_fe,309
elastic_gbrl_compensation_fe,343
elastic_gbrl_compensation_fe,353
elastic_gbrl_compensation_fe,368
elastic_gbrl_compensation_fe,380
elastic_gbrl_compensation_fe,390
elastic_gbrl_compensation_fe,391
elastic_gbrl_compensation_fe,392
elastic_gbrl_compensation_fe,393
elastic_gbrl_compensation_fe,492
elastic_gbrl_compensation_fe,548
elastic_gbrl_compensation_fe,633
elastic_gbrl_compensation_fe,634
elastic_gbrl_compensation_fe,638
elastic_gbrl_compensation_fe,644
elastic_gbrl_compensation_fe,647
elastic_gbrl_compensation_fe,648
elastic_gbrl_compensation_fe,649
elastic_gbrl_compensation_fe,652
elastic_gbrl_compensation_fe,653
elastic_gbrl_compensation_fe,654
elastic_gbrl_compensation_fe,655
elastic_gbrl_compensation_fe,657
elastic_gbrl_compensation_fe,659
elastic_gbrl_compensation_fe,661
elastic_gbrl_compensation_fe,663
elastic_gbrl_compensation_fe,666
elastic_gbrl_compensation_fe,668
elastic_gbrl_compensation_fe,671
elastic_gbrl_compensation_fe,672
elastic_gbrl_compensation_fe,673
elastic_gbrl_compensation_fe,674
elastic_gbrl_compensation_fe,675
elastic_gbrl_compensation_fe,678
elastic_gbrl_compensation_fe,679
elastic_gbrl_compensation_fe,682
elastic_gbrl_compensation_fe,683
elastic_gbrl_compensation_fe,685
elastic_gbrl_compensation_fe,686
elastic_gbrl_compensation_fe,687
elastic_gbrl_compensation_fe,695
elastic_gbrl_compensation_fe,701
elastic_gbrl_compensation_fe,703
elastic_gbrl_compensation_fe,705
elastic_gbrl_compensation_fe,707
elastic_gbrl_compensation_fe,708
elastic_gbrl_compensation_fe,709
elastic_gbrl_compensation_fe,710
elastic_gbrl_compensation_fe,716
elastic_gbrl_compensation_fe,719
elastic_gbrl_compensation_fe,724
elastic_gbrl_compensation_fe,726
elastic_gbrl_compensation_fe,730
elastic_gbrl_compensation_fe,736
elastic_gbrl_compensation_fe,740
elastic_gbrl_compensation_fe,744
elastic_gbrl_compensation_fe,802
elastic_gbrl_compensation_fe,803
elastic_gbrl_compensation_fe,804
elastic_gbrl_compensation_fe,811
elastic_gbrl_compensation_fe,812
elastic_gbrl_compensation_fe,814
elastic_gbrl_compensation_fe,829
elastic_gbrl_compensation_fe,915
elastic_gbrl_compensation_fe,976
