selected_var
w_per_weight_k1000_633
w_per_weight_k1000_634
w_per_weight_k1000_635
w_per_weight_k1000_636
w_per_weight_k1000_638
w_per_weight_k1000_639
w_per_weight_k1000_640
w_per_weight_k1000_641
w_per_weight_k1000_642
w_per_weight_k1000_643
w_per_weight_k1000_644
w_per_weight_k1000_645
w_per_weight_k1000_647
w_per_weight_k1000_648
w_per_weight_k1000_651
w_per_weight_k1000_652
w_per_weight_k1000_653
w_per_weight_k1000_654
w_per_weight_k1000_657
w_per_weight_k1000_658
w_per_weight_k1000_659
w_per_weight_k1000_660
w_per_weight_k1000_661
w_per_weight_k1000_662
w_per_weight_k1000_663
w_per_weight_k1000_664
w_per_weight_k1000_665
w_per_weight_k1000_666
w_per_weight_k1000_667
w_per_weight_k1000_668
w_per_weight_k1000_669
w_per_weight_k1000_671
w_per_weight_k1000_672
w_per_weight_k1000_673
w_per_weight_k1000_674
w_per_weight_k1000_675
w_per_weight_k1000_676
w_per_weight_k1000_677
w_per_weight_k1000_678
w_per_weight_k1000_679
w_per_weight_k1000_680
w_per_weight_k1000_681
w_per_weight_k1000_682
w_per_weight_k1000_683
w_per_weight_k1000_684
w_per_weight_k1000_685
w_per_weight_k1000_686
w_per_weight_k1000_687
w_per_weight_k1000_688
w_per_weight_k1000_689
w_per_weight_k1000_691
w_per_weight_k1000_692
w_per_weight_k1000_693
w_per_weight_k1000_694
w_per_weight_k1000_699
w_per_weight_k1000_700
w_per_weight_k1000_701
w_per_weight_k1000_702
w_per_weight_k1000_704
w_per_weight_k1000_705
w_per_weight_k1000_706
w_per_weight_k1000_707
w_per_weight_k1000_708
w_per_weight_k1000_709
w_per_weight_k1000_710
w_per_weight_k1000_713
w_per_weight_k1000_714
w_per_weight_k1000_715
w_per_weight_k1000_716
w_per_weight_k1000_717
w_per_weight_k1000_718
w_per_weight_k1000_719
w_per_weight_k1000_720
w_per_weight_k1000_721
w_per_weight_k1000_722
w_per_weight_k1000_723
w_per_weight_k1000_724
w_per_weight_k1000_726
w_per_weight_k1000_728
w_per_weight_k1000_729
w_per_weight_k1000_730
w_per_weight_k1000_732
w_per_weight_k1000_735
w_per_weight_k1000_736
w_per_weight_k1000_738
w_per_weight_k1000_740
