selected_var
salary_k1000_21
salary_k1000_159
salary_k1000_193
salary_k1000_206
salary_k1000_209
salary_k1000_215
salary_k1000_325
salary_k1000_368
salary_k1000_377
salary_k1000_393
salary_k1000_417
salary_k1000_448
salary_k1000_479
salary_k1000_511
salary_k1000_548
salary_k1000_577
salary_k1000_641
salary_k1000_645
salary_k1000_652
salary_k1000_654
salary_k1000_659
salary_k1000_666
salary_k1000_667
salary_k1000_673
salary_k1000_674
salary_k1000_678
salary_k1000_682
salary_k1000_683
salary_k1000_685
salary_k1000_687
salary_k1000_688
salary_k1000_693
salary_k1000_700
salary_k1000_702
salary_k1000_705
salary_k1000_707
salary_k1000_710
salary_k1000_711
salary_k1000_713
salary_k1000_716
salary_k1000_720
salary_k1000_725
salary_k1000_730
salary_k1000_735
salary_k1000_740
salary_k1000_745
salary_k1000_766
salary_k1000_775
salary_k1000_791
salary_k1000_805
salary_k1000_806
salary_k1000_808
salary_k1000_811
salary_k1000_812
salary_k1000_864
salary_k1000_875
salary_k1000_879
salary_k1000_897
salary_k1000_911
