selected_var
salary_k50_5
salary_k50_8
salary_k50_11
salary_k50_12
salary_k50_13
salary_k50_16
salary_k50_17
salary_k50_18
salary_k50_19
salary_k50_21
salary_k50_24
salary_k50_27
salary_k50_32
salary_k50_36
salary_k50_39
salary_k50_40
salary_k50_41
salary_k50_42
salary_k50_43
salary_k50_44
salary_k50_45
salary_k50_50
salary_k50_51
