selected_var
total_compensation_k50_10
total_compensation_k50_20
total_compensation_k50_21
total_compensation_k50_25
total_compensation_k50_27
total_compensation_k50_33
total_compensation_k50_40
total_compensation_k50_41
total_compensation_k50_50
